id ymd run task_version session_time
10279 20060410 2 2VA 16:48:28
10279 20060410 3 7VA 16:41:04
10279 20060410 4 9AV 16:33:24
10279 20111217 1 1AV 14:34:03
10279 20111217 2 2AV 14:40:54
10279 20111217 3 5VA 14:26:41
10279 20111217 4 9VA 14:48:02
10280 20060513 1 12AV 15:40:47
10280 20060513 2 1VA 15:17:36
10280 20060513 3 3AV 15:25:44
10280 20060513 4 7VA 15:33:21
10280 20070623 1 10AV 15:34:43
10280 20070623 2 3VA 15:49:19
10280 20070623 3 5AV 15:41:58
10280 20070623 4 7VA 15:27:38
10281 20060513 1 10VA 16:30:54
10281 20060513 2 1AV 16:23:46
10281 20060513 3 2AV 16:38:23
10281 20060513 4 4VA 16:45:42
10288 20060720 1 11AV 16:55:06
10288 20060720 2 7VA 16:47:53
10288 20060720 3 8AV 16:39:07
10288 20060720 4 9VA 17:02:13
10288 20090715 1 12AV 13:52:34
10288 20090715 2 5VA 13:43:01
10288 20090715 3 6VA 14:07:31
10288 20090715 4 8AV 14:14:43
10288 20100518 1 11VA 16:25:52
10288 20100518 2 2VA 16:40:22
10288 20100518 3 6AV 16:33:13
10288 20100518 4 9AV 16:47:31
10297 20060506 1 1VA 10:55:51
10297 20060506 2 4AV 11:13:12
10297 20060506 3 5VA 11:20:30
10297 20060506 4 7AV 11:03:29
10300 20080612 1 12AV 10:07:11
10300 20080612 2 4AV 09:52:04
10300 20080612 3 4VA 10:14:45
10300 20080612 4 8VA 09:59:50
10300 20090617 1 2AV 13:53:21
10300 20090617 2 5AV 14:15:26
10300 20090617 3 5VA 14:00:42
10300 20090617 4 6VA 14:08:00
10300 20100616 1 12AV 17:00:12
10300 20100616 2 1AV 17:14:28
10300 20100616 3 6VA 16:52:45
10300 20100616 4 8VA 17:07:25
10305 20060608 1 10AV 17:17:12
10305 20060608 2 10VA 16:50:59
10305 20060608 3 5VA 17:09:17
10305 20060608 4 9AV 16:59:29
10309 20051205 1 2VA 13:10:15
10309 20051205 2 3VA 12:47:45
10309 20051205 3 7AV 12:55:19
10309 20051205 4 9AV 13:02:38
10311 20060601 1 10AV 17:31:19
10311 20060601 2 11AV 17:15:34
10311 20060601 3 2VA 17:05:17
10311 20060601 4 3VA 17:23:18
10311 20070517 1 3VA 17:05:41
10311 20070517 2 4AV 17:12:47
10311 20070517 3 5AV 16:56:27
10311 20070517 4 6VA 17:20:39
10311 20080514 1 10VA 16:41:12
10311 20080514 2 2AV 16:48:17
10311 20080514 3 2VA 16:26:35
10311 20080514 4 9AV 16:34:07
10311 20090420 1 3AV 17:17:55
10311 20090420 2 5VA 17:39:04
10311 20090420 3 6AV 17:32:03
10311 20090420 4 8VA 17:25:10
10311 20100908 1 1VA 18:06:23
10311 20100908 2 5VA 17:44:41
10311 20100908 3 6AV 17:52:17
10311 20100908 4 7AV 17:59:16
10315 20060710 1 2AV 17:20:54
10315 20060710 2 2VA 17:31:03
10315 20060710 3 3AV 17:11:51
10315 20060710 4 6VA 17:04:06
10315 20070705 1 10VA 16:13:19
10315 20070705 2 11AV 16:27:33
10315 20070705 3 5VA 16:20:32
10315 20070705 4 8AV 16:05:53
10315 20090604 1 11AV 15:46:55
10315 20090604 2 3AV 15:25:45
10315 20090604 3 4VA 15:32:54
10315 20090604 4 8VA 15:39:56
10315 20110119 1 11AV 16:55:19
10315 20110119 2 5AV 16:40:44
10315 20110119 3 8VA 16:33:29
10315 20110119 4 9VA 16:47:49
10316 20060622 1 12VA 16:43:57
10316 20060622 2 4VA 16:52:42
10316 20060622 3 6AV 17:00:51
10316 20060622 4 7AV 16:36:16
10316 20070503 1 1AV 16:56:51
10316 20070503 2 6AV 17:11:21
10316 20070503 3 8VA 16:48:56
10316 20070503 4 9VA 17:04:07
10316 20080605 1 10AV 14:24:31
10316 20080605 2 11VA 14:32:02
10316 20080605 3 1AV 14:39:36
10316 20080605 4 9VA 14:17:04
10316 20090514 1 11AV 15:29:18
10316 20090514 2 1VA 15:38:48
10316 20090514 3 5AV 15:14:49
10316 20090514 4 6VA 15:21:59
10323 20060713 1 10AV 17:10:34
10323 20060713 2 1VA 17:26:45
10323 20060713 3 5AV 17:34:12
10323 20060713 4 5VA 17:18:32
10329 20060821 1 12VA 17:22:56
10329 20060821 2 2AV 17:44:50
10329 20060821 3 8AV 17:30:13
10329 20060821 4 9VA 17:37:38
10329 20070703 1 12VA 16:23:30
10329 20070703 2 1VA 16:37:28
10329 20070703 3 4AV 16:30:32
10329 20070703 4 7AV 16:16:25
10329 20081112 1 4VA 17:34:18
10329 20081112 2 5AV 17:41:48
10329 20081112 3 9AV 17:48:57
10329 20081112 4 9VA 17:27:00
10329 20090625 1 2VA 15:26:24
10329 20090625 2 3AV 15:38:03
10329 20090625 3 5AV 15:45:13
10329 20090625 4 5VA 15:52:22
10330 20060729 1 11VA 16:35:35
10330 20060729 2 3AV 16:42:47
10330 20060729 3 5VA 16:20:18
10330 20060729 4 6AV 16:28:14
10331 20060727 1 11AV 17:02:03
10331 20060727 2 12VA 16:47:19
10331 20060727 3 3VA 17:09:14
10331 20060727 4 9AV 16:54:56
10333 20060729 1 10VA 15:02:50
10333 20060729 2 1AV 14:55:24
10333 20060729 3 7AV 15:17:17
10333 20060729 4 8VA 15:10:10
10333 20070714 1 5AV 15:28:27
10333 20070714 2 8AV 15:12:40
10333 20070714 3 8VA 15:21:19
10333 20070714 4 9VA 15:02:18
10333 20090917 1 3AV 11:54:00
10333 20090917 2 6VA 11:44:06
10333 20090917 3 9AV 12:08:30
10333 20090917 4 9VA 12:01:32
10333 20100602 1 10AV 17:13:36
10333 20100602 2 10VA 17:01:57
10333 20100602 3 11AV 16:54:43
10333 20100602 4 1VA 16:47:19
10335 20060828 1 10AV 17:31:42
10335 20060828 2 4VA 17:08:48
10335 20060828 3 6AV 17:17:04
10335 20060828 4 6VA 17:24:23
10335 20070703 1 10AV 15:20:38
10335 20070703 2 11VA 15:13:13
10335 20070703 3 2AV 15:06:10
10335 20070703 4 7VA 14:58:58
10335 20081013 1 10AV 17:40:19
10335 20081013 2 1VA 17:47:46
10335 20081013 3 3VA 17:55:33
10335 20081013 4 4AV 18:03:48
10335 20090624 1 4AV 13:38:53
10335 20090624 2 7AV 14:30:17
10335 20090624 3 7VA 14:01:25
10335 20090624 4 9VA 13:54:11
10335 20100526 1 10VA 17:20:33
10335 20100526 2 11VA 17:13:22
10335 20100526 3 3AV 17:27:37
10335 20100526 4 5AV 17:05:51
10336 20060824 1 2VA 17:01:25
10336 20060824 2 3VA 17:15:36
10336 20060824 3 4AV 17:08:28
10336 20060824 4 5AV 16:50:28
10339 20060921 1 10AV 17:17:16
10339 20060921 2 1VA 17:05:52
10339 20060921 3 3VA 16:58:15
10339 20060921 4 8AV 16:50:00
10342 20060810 1 10AV 17:11:49
10342 20060810 2 2AV 16:49:54
10342 20060810 3 7VA 17:04:43
10342 20060810 4 9VA 16:57:37
10343 20060909 1 10VA 15:38:15
10343 20060909 2 2VA 15:45:25
10343 20060909 3 6AV 15:52:31
10343 20060909 4 9AV 15:30:24
10343 20071018 1 12AV 16:21:41
10343 20071018 2 2VA 16:45:21
10343 20071018 3 4AV 16:37:30
10343 20071018 4 6VA 16:29:28
10343 20081202 1 1VA 17:38:41
10343 20081202 2 3AV 17:46:26
10343 20081202 3 6AV 17:31:44
10343 20081202 4 8VA 17:24:28
10344 20060909 1 11VA 16:45:30
10344 20060909 2 4AV 16:53:24
10344 20060909 3 5AV 17:08:08
10344 20060909 4 8VA 17:00:57
10344 20081204 1 12VA 17:05:45
10344 20081204 2 1VA 17:27:24
10344 20081204 3 2AV 17:13:01
10344 20081204 4 3AV 17:20:16
10344 20090908 1 12VA 17:42:30
10344 20090908 2 8AV 17:35:00
10344 20090908 3 9AV 17:57:01
10344 20090908 4 9VA 17:49:49
10345 20060914 1 11AV 16:52:35
10345 20060914 2 1AV 16:37:22
10345 20060914 3 4VA 16:45:08
10345 20060914 4 7VA 16:59:50
10357 20060907 1 12VA 17:10:48
10357 20060907 2 2AV 17:03:45
10357 20060907 3 7AV 16:56:17
10357 20060907 4 9VA 16:48:42
10358 20070919 1 10AV 15:44:50
10358 20070919 2 12VA 15:37:45
10358 20070919 3 1AV 15:52:10
10358 20070919 4 1VA 15:59:15
10358 20090328 1 11VA 11:27:47
10358 20090328 2 1VA 11:35:02
10358 20090328 3 7AV 11:42:11
10358 20090328 4 9AV 11:20:26
10358 20091207 1 10AV 15:47:32
10358 20091207 2 6AV 16:03:21
10358 20091207 3 7VA 16:10:25
10358 20091207 4 8VA 15:56:11
10359 20061023 1 12AV 17:40:09
10359 20061023 2 4VA 17:25:29
10359 20061023 3 8AV 17:32:59
10359 20061023 4 8VA 17:47:36
10359 20070912 1 2AV 17:19:16
10359 20070912 2 5AV 17:33:38
10359 20070912 3 8VA 17:40:39
10359 20070912 4 9VA 17:26:22
10359 20090207 1 10AV 14:04:59
10359 20090207 2 12VA 14:12:36
10359 20090207 3 3AV 14:28:38
10359 20090207 4 7VA 14:20:09
10359 20091217 1 10VA 17:14:48
10359 20091217 2 2AV 17:28:47
10359 20091217 3 7AV 17:07:25
10359 20091217 4 7VA 17:21:49
10359 20101122 1 11VA 16:10:49
10359 20101122 2 2AV 16:18:07
10359 20101122 3 5AV 16:25:53
10359 20101122 4 8VA 16:33:08
10360 20061111 1 4VA 15:25:26
10360 20061111 2 5AV 15:10:59
10360 20061111 3 8VA 15:18:00
10360 20061111 4 9AV 15:32:45
10361 20061111 1 1AV 16:53:22
10361 20061111 2 3AV 16:37:38
10361 20061111 3 3VA 16:45:47
10361 20061111 4 6VA 16:30:09
10365 20081108 1 1AV 12:15:01
10365 20081108 2 2VA 11:48:22
10365 20081108 3 6AV 11:56:32
10365 20081108 4 7VA 12:07:53
10365 20091027 1 2VA 17:41:35
10365 20091027 2 3VA 17:18:14
10365 20091027 3 8AV 17:26:59
10365 20091027 4 9AV 17:34:15
10365 20101218 1 11VA 13:53:26
10365 20101218 2 3AV 13:45:56
10365 20101218 3 6AV 13:39:09
10365 20101218 4 9VA 13:11:46
10368 20071217 1 11VA 18:47:04
10368 20071217 2 3AV 18:32:08
10368 20071217 3 6VA 18:39:48
10368 20071217 4 7AV 18:54:06
10368 20081120 1 10AV 17:13:31
10368 20081120 2 1VA 17:06:17
10368 20081120 3 3VA 17:21:10
10368 20081120 4 7AV 17:31:53
10368 20091124 1 12VA 17:22:40
10368 20091124 2 3AV 17:29:52
10368 20091124 3 3VA 17:36:59
10368 20091124 4 5AV 17:15:22
10368 20101123 1 10AV 16:46:31
10368 20101123 2 12VA 16:54:27
10368 20101123 3 4AV 17:08:26
10368 20101123 4 4VA 17:01:22
10370 20061104 1 2AV 10:39:09
10370 20061104 2 4AV 10:46:53
10370 20061104 3 7VA 10:31:37
10370 20061104 4 9VA 10:24:01
10370 20071117 1 11AV 10:22:39
10370 20071117 2 2VA 10:14:55
10370 20071117 3 5AV 10:38:03
10370 20071117 4 9VA 10:30:40
10370 20091201 1 1AV 17:07:27
10370 20091201 2 7AV 17:21:28
10370 20091201 3 7VA 17:14:21
10370 20091201 4 8VA 16:59:49
10370 20101120 1 3AV 15:01:51
10370 20101120 2 5AV 14:47:39
10370 20101120 3 5VA 14:40:26
10370 20101120 4 9VA 14:54:43
10385 20061114 1 12AV 14:02:29
10385 20061114 2 12VA 14:17:38
10385 20061114 3 7VA 13:54:42
10385 20061114 4 8AV 14:10:23
10385 20071114 1 12AV 17:10:26
10385 20071114 2 1VA 17:17:40
10385 20071114 3 6VA 17:24:48
10385 20071114 4 9AV 17:32:17
10385 20081217 1 10VA 17:24:15
10385 20081217 2 1AV 17:16:22
10385 20081217 3 1VA 17:31:22
10385 20081217 4 6AV 17:38:26
10385 20091125 1 11VA 14:10:59
10385 20091125 2 1AV 13:56:38
10385 20091125 3 2AV 14:03:52
10385 20091125 4 8VA 13:49:26
10385 20110129 1 1AV 14:19:31
10385 20110129 2 2VA 14:26:52
10385 20110129 3 8AV 14:34:56
10385 20110129 4 9VA 14:42:04
10406 20090611 1 10AV 15:32:19
10406 20090611 2 11VA 15:24:53
10406 20090611 3 1AV 15:17:33
10406 20090611 4 2VA 15:40:10
10406 20110314 1 11AV 17:37:07
10406 20110314 2 3VA 17:45:06
10406 20110314 3 6AV 17:52:16
10406 20110314 4 6VA 17:59:24
10408 20070407 1 10VA 16:51:21
10408 20070407 2 11AV 16:58:45
10408 20070407 3 1VA 17:06:15
10408 20070407 4 2AV 16:43:16
10408 20080522 1 11AV 17:00:12
10408 20080522 2 12VA 16:53:04
10408 20080522 3 7AV 16:37:45
10408 20080522 4 7VA 16:45:28
10408 20090623 1 11VA 17:11:26
10408 20090623 2 3VA 17:26:18
10408 20090623 3 7AV 17:34:02
10408 20090623 4 9AV 17:18:36
10408 20101201 1 12VA 17:28:16
10408 20101201 2 7AV 17:36:42
10408 20101201 3 7VA 17:43:56
10408 20101201 4 8AV 17:50:56
10409 20070314 1 10AV 17:31:49
10409 20070314 2 6AV 17:10:26
10409 20070314 3 7VA 17:24:52
10409 20070314 4 9VA 17:17:50
10409 20100420 1 2VA 17:10:53
10409 20100420 2 4VA 17:32:29
10409 20100420 3 6AV 17:25:13
10409 20100420 4 8AV 17:18:05
10451 20071218 1 2AV 17:11:20
10451 20071218 2 2VA 17:33:56
10451 20071218 3 6AV 17:26:57
10451 20071218 4 9VA 17:19:04
10451 20081208 1 5VA 17:49:11
10451 20081208 2 7AV 17:56:44
10451 20081208 3 8AV 17:34:32
10451 20081208 4 9VA 17:41:45
10470 20091114 1 11VA 11:48:11
10470 20091114 2 2AV 11:39:30
10470 20091114 3 5VA 12:04:01
10470 20091114 4 9AV 11:56:52
10470 20101218 1 1AV 15:09:38
10470 20101218 2 1VA 14:55:17
10470 20101218 3 3VA 15:02:23
10470 20101218 4 9AV 14:48:02
10472 20071107 1 2VA 17:26:55
10472 20071107 2 4AV 17:19:31
10472 20071107 3 6AV 17:41:38
10472 20071107 4 8VA 17:34:31
10472 20081117 1 11VA 17:26:24
10472 20081117 2 12AV 17:10:59
10472 20081117 3 2VA 17:03:43
10472 20081117 4 4AV 17:18:01
10477 20081118 1 11AV 16:26:35
10477 20081118 2 12VA 16:12:03
10477 20081118 3 7VA 16:19:12
10477 20081118 4 8AV 16:05:03
10479 20101120 1 3AV 12:48:51
10479 20101120 2 4VA 12:55:48
10479 20101120 3 5AV 13:03:20
10479 20101120 4 7VA 13:10:56
10480 20101023 1 10VA 13:29:31
10480 20101023 2 7VA 12:57:20
10480 20101023 3 8AV 13:12:53
10480 20101023 4 9AV 13:05:24
10483 20071215 1 1AV 11:02:58
10483 20071215 2 4VA 11:17:02
10483 20071215 3 5AV 11:10:03
10483 20071215 4 5VA 10:55:52
10483 20090202 1 12VA 17:44:29
10483 20090202 2 1AV 17:31:48
10483 20090202 3 3AV 17:17:36
10483 20090202 4 5VA 17:24:50
10485 20071106 1 10AV 15:20:19
10485 20071106 2 12VA 15:35:29
10485 20071106 3 5VA 15:12:18
10485 20071106 4 7AV 15:27:52
10486 20080129 1 11AV 19:36:36
10486 20080129 2 12AV 19:51:09
10486 20080129 3 5VA 19:43:52
10486 20080129 4 9VA 19:58:01
10489 20071112 1 1AV 16:11:25
10489 20071112 2 2AV 16:03:36
10489 20071112 3 5VA 16:19:43
10489 20071112 4 7VA 15:56:00
10489 20100107 1 11AV 13:22:29
10489 20100107 2 12AV 13:08:14
10489 20100107 3 6VA 13:01:19
10489 20100107 4 9VA 13:15:24
10492 20071126 1 1VA 09:42:35
10492 20071126 2 2AV 09:57:09
10492 20071126 3 3VA 09:49:42
10492 20071126 4 9AV 09:35:36
10500 20080115 1 12AV 18:48:11
10500 20080115 2 3AV 18:40:56
10500 20080115 3 6VA 18:56:00
10500 20080115 4 7VA 18:33:04
10500 20090425 1 12AV 11:35:52
10500 20090425 2 7AV 11:43:00
10500 20090425 3 8VA 11:28:28
10500 20090425 4 9VA 11:50:18
10500 20100508 1 12AV 12:05:12
10500 20100508 2 1AV 12:13:05
10500 20100508 3 2VA 12:20:16
10500 20100508 4 6VA 11:57:31
10527 20090711 1 12VA 12:08:12
10527 20090711 2 2AV 12:00:55
10527 20090711 3 3VA 11:52:25
10527 20090711 4 8AV 11:44:49
10527 20100626 1 12AV 11:37:26
10527 20100626 2 1VA 11:44:30
10527 20100626 3 2AV 11:22:09
10527 20100626 4 3VA 11:30:19
10529 20080219 1 1AV 15:08:48
10529 20080219 2 3VA 14:46:33
10529 20080219 3 6VA 15:01:38
10529 20080219 4 7AV 14:53:52
10529 20090325 1 12VA 17:19:40
10529 20090325 2 1AV 17:12:24
10529 20090325 3 1VA 16:56:14
10529 20090325 4 6AV 17:03:20
10529 20100104 1 1AV 17:11:26
10529 20100104 2 7VA 17:33:14
10529 20100104 3 8AV 17:25:52
10529 20100104 4 8VA 17:18:35
10542 20080331 1 12AV 17:01:54
10542 20080331 2 1AV 16:35:03
10542 20080331 3 4VA 16:53:44
10542 20080331 4 7VA 16:43:10
10686 20100519 1 1AV 17:09:51
10686 20100519 2 2VA 17:17:27
10686 20100519 3 5VA 17:02:52
10686 20100519 4 9AV 16:54:57
10699 20100522 1 10AV 09:58:50
10699 20100522 2 12VA 10:13:12
10699 20100522 3 3AV 10:06:07
10699 20100522 4 4VA 09:50:56
10699 20111217 1 11VA 13:23:55
10699 20111217 2 1AV 13:16:24
10699 20111217 3 4VA 13:09:16
10699 20111217 4 6AV 13:02:09
10717 20100508 1 11VA 10:44:28
10717 20100508 2 12AV 10:30:08
10717 20100508 3 8AV 10:51:45
10717 20100508 4 8VA 10:37:17
10807 20100503 1 2AV 17:32:31
10807 20100503 2 3VA 17:40:26
10807 20100503 3 5VA 17:25:12
10807 20100503 4 9AV 17:17:09
10816 20100429 1 12VA 17:16:11
10816 20100429 2 1VA 17:31:32
10816 20100429 3 7AV 17:38:34
10816 20100429 4 8AV 17:24:13
10820 20110601 1 10AV 18:03:10
10820 20110601 2 10VA 18:18:24
10820 20110601 3 2VA 18:11:01
10820 20110601 4 3AV 18:25:55
10825 20100609 1 11AV 16:51:25
10825 20100609 2 3VA 16:43:29
10825 20100609 3 4AV 16:58:29
10825 20100609 4 9VA 17:05:49
10869 20101208 1 12VA 17:44:38
10869 20101208 2 3AV 18:06:47
10869 20101208 3 4AV 17:52:31
10869 20101208 4 5VA 17:59:42
10878 20110226 1 2AV 13:21:19
10878 20110226 2 3VA 12:57:38
10878 20110226 3 6AV 13:06:51
10878 20110226 4 7VA 13:14:00
